#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
SDSS J020014.72+211551.3 	030.0613107	+21.2641636	 1.627	Q   	21.16
WISEA J020014.81-451832.0	030.0616867	-45.3089114	 1.300	q   	19.31
SDSS J020014.82-000904.9 	030.0617601	-00.1513649	 0.831	Q   	21.82
SDSS J020014.83-022114.5 	030.0618328	-02.3540329	 1.377	Q   	20.43
NGC 777                  	030.0621667	+31.4294445	 0.017	NRX 	 7.44
SDSS J020015.10+293635.4 	030.0629589	+29.6097994	 1.639	Q   	20.92
SDSS J020015.14+320233.1 	030.0631128	+32.0425565	 1.408	Q   	19.90
SDSS J020015.23+235356.7 	030.0634657	+23.8991080	 1.385	Q   	20.16
SDSS J020015.24+232104.0 	030.0635320	+23.3511252	 2.306	Q   	22.18
SDSS J020015.26-015433.8 	030.0635986	-01.9094119	 1.000	Q   	20.79
SDSS J020015.38+033000.4 	030.0640933	+03.5001173	 1.505	Q   	21.87
SDSS J020015.39+332423.0 	030.0641492	+33.4064134	 1.735	Q   	21.93
SDSS J020015.40+122449.5 	030.0641995	+12.4137511	 2.551	Q   	19.78
SDSS J020015.40+323702.4 	030.0642559	+32.6173800	 2.525	Q   	20.29
WISEA J020015.49-181804.6	030.0645593	-18.3012980	 1.900	q   	20.29
WISEA J020015.49-480439.9	030.0647051	-48.0777210	 1.700	q   	18.55
WISEA J020015.53-782510.3	030.0647290	-78.4195559	 0.800	q   	19.97
J020015.54-730948.3      	030.0647500	-73.1634167	      	X   	20.21
WISEA J020015.60-445545.0	030.0648879	-44.9292467	 2.000	q   	19.63
WISEA J020015.59-462053.9	030.0649962	-46.3482767	 0.300	q   	19.40
SDSS J020015.62+061356.2 	030.0651077	+06.2322823	 0.965	Q   	19.75
SDSS J020015.66+032314.3 	030.0652734	+03.3873175	 1.496	Q   	21.32
SDSS J020015.66+244244.5 	030.0652822	+24.7123453	 1.355	Q   	20.70
WISEA J020015.68-380028.8	030.0654146	-38.0079842	 1.100	q   	18.90
WISEA J020015.73+085719.7	030.0655443	+08.9554764	 1.000	qX  	18.38
SDSS J020015.82+222720.9 	030.0659385	+22.4558079	 1.471	Q   	22.21
SDSS J020015.86+062011.3 	030.0661053	+06.3364813	 1.249	Q   	21.40
WISEA J020015.85-593047.8	030.0661330	-59.5132697	 0.200	q   	18.76
SDSS J020015.87+183759.1 	030.0661385	+18.6331094	 1.966	Q   	21.86
WISEA J020015.89-074057.9	030.0661638	-07.6830004	 1.200	q   	20.66
SDSS J020015.90+015025.5 	030.0662792	+01.8404441	 1.662	Q   	21.83
SDSS J020015.92+041753.5 	030.0663511	+04.2982043	 0.806	Q   	19.64
SDSS J020015.96+112047.2 	030.0665057	+11.3464635	 1.749	Q   	21.71
WISEA J020015.95-070245.0	030.0665608	-07.0459563	 1.400	q   	19.87
WISEA J020015.99-171135.3	030.0665936	-17.1931650	 0.700	q   	18.73
SDSS J020015.98-042326.2 	030.0666134	-04.3906297	 1.672	Q   	21.50
SDSS J020016.01+045347.5 	030.0667435	+04.8965644	 1.817	Q   	19.08
WISEA J020016.09-633351.8	030.0670858	-63.5644268	 1.000	q   	19.81
SDSS J020016.16+301825.8 	030.0673676	+30.3071911	 2.296	Q   	21.61
WISEA J020016.23-473253.6	030.0676591	-47.5482343	 1.200	q   	17.68
SDSS J020016.24+002204.7 	030.0676803	+00.3679958	 2.250	QX  	21.98
QBQS J020016.25-065209.0 	030.0677080	-06.8691922	 1.750	QX  	17.22
WISEA J020016.27+172348.3	030.0678656	+17.3966476	 2.000	q   	19.68
SDSS J020016.41+312033.1 	030.0683753	+31.3425387	 1.819	Q   	21.88
WISEA J020016.42-004721.4	030.0684295	-00.7892992	 0.500	q   	20.13
J020016.52+001727.3      	030.0688334	+00.2909167	      	X   	21.99
SDSS J020016.52+223259.9 	030.0688609	+22.5499929	 2.694	Q   	18.89
SDSS J020016.52+033544.2 	030.0688621	+03.5956124	 1.782	Q   	21.50
WISEA J020016.62-125049.7	030.0692715	-12.8471644	 1.200	q   	19.99
PGC 910417               	030.0697036	-15.5003937	 0.098	AR  	13.86
SDSS J020016.73+130434.1 	030.0697328	+13.0761545	 1.008	Q   	19.74
WISEA J020016.75+100138.6	030.0698315	+10.0274097	 1.300	q   	18.30
WISEA J020016.75-222940.6	030.0698397	-22.4946714	 0.900	q   	19.02
WISEA J020016.76-623229.6	030.0698969	-62.5415720	 1.200	q   	19.24
SDSS J020016.79+023953.2 	030.0699742	+02.6647891	 2.913	Q   	20.60
J020016.80+312543.1      	030.0700278	+31.4286389	      	X   	22.17
SDSS J020016.94+241449.2 	030.0706197	+24.2470077	 3.163	Q   	20.33
SDSS J020016.95+000449.4 	030.0706300	+00.0803898	 2.349	Q   	21.69
SDSS J020016.95-022550.7 	030.0706554	-02.4307740	 2.773	Q   	22.20
SDSS J020016.98-003353.7 	030.0707594	-00.5649394	 1.541	Q   	21.42
WISEA J020016.99-334815.7	030.0708090	-33.8043757	 0.100	q   	18.19
SDSS J020017.02-022333.2 	030.0709366	-02.3925802	 1.233	Q   	19.41
J020017.06-330318.0      	030.0711112	-33.0550000	      	R2  	20.08
SDSS J020017.08+242701.6 	030.0711991	+24.4504723	 1.608	Q   	18.86
SDSS J020017.10+062834.4 	030.0712729	+06.4762435	 2.465	Q   	21.33
SDSS J020017.12+310834.2 	030.0713496	+31.1428555	 1.954	Q   	22.18
SDSS J020017.13+295324.5 	030.0713712	+29.8901339	 1.170	Q   	19.72
SDSS J020017.15+012401.4 	030.0714876	+01.4003902	 1.318	Q   	21.61
WISEA J020017.18+283618.6	030.0716048	+28.6051869	 1.700	q   	19.40
WISEA J020017.18-374631.6	030.0716211	-37.7754598	 2.100	q   	18.70
SDSS J020017.20+275442.9 	030.0716684	+27.9119687	 1.775	Q   	20.86
WISEA J020017.20-232752.7	030.0716805	-23.4645959	 1.600	q   	19.79
SDSS J020017.22+021932.8 	030.0717843	+02.3257892	 1.455	Q   	21.24
SDSS J020017.26+332844.5 	030.0719294	+33.4789977	 1.692	Q   	20.16
SDSS J020017.33+235451.1 	030.0722360	+23.9142038	 1.381	Q   	20.77
SDSS J020017.39-014440.1 	030.0724776	-01.7444987	 2.234	Q   	21.13
SDSS J020017.41-035611.9 	030.0725622	-03.9366457	 2.233	Q   	21.12
SDSS J020017.46+034047.2 	030.0727323	+03.6797640	 0.995	Q   	19.84
2QZ J020017.4-312010     	030.0727500	-31.3360278	 0.134	K   	19.26
SDSS J020017.47+202025.8 	030.0728266	+20.3405007	 2.330	Q   	21.23
SDSS J020017.63+084403.7 	030.0734875	+08.7343763	 0.408	QX  	20.61
SDSS J020017.64+243122.1 	030.0735234	+24.5228153	 1.247	Q   	20.64
SDSS J020017.66+245207.6 	030.0736036	+24.8687904	 1.956	Q   	21.70
SDSS J020017.66+310536.3 	030.0736090	+31.0934222	 2.089	Q   	20.43
SDSS J020017.75+192417.2 	030.0739909	+19.4048007	 1.391	Q   	20.78
J020017.77-671004.1      	030.0740588	-67.1678311	      	R   	20.29
SDSS J020017.88+143630.0 	030.0745420	+14.6083653	 1.295	Q   	20.10
WISEA J020017.92-344813.5	030.0746748	-34.8036996	 1.600	q   	20.05
WISEA J020017.94-514052.6	030.0747134	-51.6813056	 1.900	q   	18.73
WISEA J020018.04-212206.1	030.0752075	-21.3683800	 1.200	q   	19.17
WISEA J020018.05-094202.5	030.0752454	-09.7005915	 0.200	q   	19.46
2QZ J020018.1-285631     	030.0756171	-28.9420218	 1.805	Q   	21.40
SDSS J020018.16+031751.6 	030.0756789	+03.2976679	 0.917	Q   	20.88
WISEA J020018.26-635626.5	030.0761235	-63.9407165	 1.700	q   	20.70
SDSS J020018.31+235110.9 	030.0763004	+23.8530474	 1.727	Q   	21.75
SDSS J020018.32-085645.5 	030.0763434	-08.9459938	 3.221	QX  	21.23
SDSS J020018.32+170132.5 	030.0763655	+17.0257222	 2.604	Q   	21.45
WISEA J020018.28+491504.6	030.0763691	+49.2512452	 1.000	q   	19.26
SDSS J020018.37-051834.7 	030.0765425	-05.3096385	 1.547	Q   	20.64
WISEA J020018.34-723215.4	030.0765929	-72.5375801	 2.600	q   	18.79
WISEA J020018.41-514303.0	030.0767179	-51.7175144	 2.100	q   	19.31
SDSS J020018.44-091750.4 	030.0768705	-09.2973400	 2.000	qX  	21.89
SDSS J020018.47+322435.8 	030.0769680	+32.4099653	 0.692	Q   	20.94
J020018.49+230555.2      	030.0770554	+23.0986868	 0.100	R   	20.17
SDSS J020018.50+035131.9 	030.0771007	+03.8588657	 0.881	Q   	20.62
SDSS J020018.52+305502.3 	030.0771760	+30.9173311	 3.015	Q   	21.80
SDSS J020018.52+302712.8 	030.0771956	+30.4535699	 1.199	Q   	20.02
SDSS J020018.54+294927.0 	030.0772561	+29.8241750	 2.435	Q   	21.23
WISEA J020018.56-321730.1	030.0773723	-32.2916844	 1.400	q   	19.56
SDSS J020018.60-020643.8 	030.0775327	-02.1121700	 1.449	Q   	21.86
J020018.64+081552.1      	030.0776945	+08.2644723	      	R   	24.03
WISEA J020018.64+384622.5	030.0777632	+38.7729248	 0.800	q   	19.07
UM 386                   	030.0777677	+01.4620870	 1.863	QX  	18.30
J020018.66-380451.1      	030.0777778	-38.0808612	      	R   	20.36
SDSS J020018.72+125030.2 	030.0780153	+12.8417385	 1.530	Q   	21.45
SDSS J020018.87+200949.2 	030.0786025	+20.1636641	 3.651	Q   	19.09
SDSS J020018.88+014144.8 	030.0786874	+01.6958073	 2.158	Q   	21.23
WISEA J020018.98-215045.8	030.0791159	-21.8461445	 0.800	q   	20.61
WISEA J020019.03-120925.3	030.0792993	-12.1570631	 1.300	q   	19.53
UGC 1479                 	030.0794723	+24.4742778	 0.018	NRX 	 9.56
SDSS J020019.08+001022.5 	030.0795287	+00.1729412	 1.693	Q   	21.79
2QZ J020019.0-290520     	030.0795834	-29.0890278	 0.141	K   	20.47
SDSS J020019.11+023446.3 	030.0796294	+02.5795230	 1.448	QX  	20.74
WISEA J020019.11+061519.6	030.0796540	+06.2554566	 2.100	q   	21.74
J020019.18-245129.8      	030.0799445	-24.8582778	      	X   	20.68
WISEA J020019.25-283157.8	030.0802229	-28.5327459	 0.500	q   	19.40
2QZ J020019.2-280644     	030.0802795	-28.1121896	 2.062	Q   	20.21
SDSS J020019.30+124343.4 	030.0804516	+12.7287541	 1.966	Q   	21.59
SDSS J020019.31+083551.6 	030.0804537	+08.5976828	 3.060	Q   	20.39
SDSS J020019.35+061854.4 	030.0806332	+06.3151208	 2.818	Q   	19.74
SDSS J020019.36+241251.5 	030.0806705	+24.2143174	 1.663	Q   	21.33
SDSS J020019.40+050230.3 	030.0808585	+05.0417725	 1.602	Q   	21.76
WISEA J020019.45+045126.4	030.0810255	+04.8573771	 2.500	q   	17.13
SDSS J020019.48+124554.6 	030.0812066	+12.7651703	 0.990	Q   	19.93
SDSS J020019.49-081709.2 	030.0812769	-08.2859042	 1.500	qR  	21.13
SDSS J020019.56+175123.4 	030.0814889	+17.8565184	 1.316	Q   	21.17
SDSS J020019.61+212050.7 	030.0817366	+21.3473699	 1.612	Q   	20.13
SDSS J020019.63+084533.4 	030.0818185	+08.7593028	 1.521	QX  	19.86
SDSS J020019.63+114746.8 	030.0818205	+11.7963575	 2.140	Q   	21.70
WISEA J020019.70-064752.0	030.0821383	-06.7977313	 0.700	qX  	19.35
SDSS J020019.73+114437.5 	030.0821995	+11.7437589	 1.187	Q   	19.81
SDSS J020019.75+213710.2 	030.0823325	+21.6195022	 1.560	Q   	21.78
WISEA J020019.77+071516.0	030.0823982	+07.2544595	 0.200	q   	18.92
SDSS J020019.77+321621.5 	030.0824059	+32.2726757	 1.267	Q   	20.12
WISEA J020019.79-541243.0	030.0825196	-54.2119326	 0.500	q   	19.73
WISEA J020019.83+320707.3	030.0826467	+32.1187153	 2.200	q   	20.25
SDSS J020019.87+115509.9 	030.0828091	+11.9194290	 1.601	Q   	19.14
SDSS J020020.24+042748.9 	030.0843573	+04.4635907	 0.573	Q   	19.87
SDSS J020020.31-005723.3 	030.0846641	-00.9564971	 1.971	Q   	21.61
SDSS J020020.32+303806.9 	030.0846680	+30.6352774	 2.016	Q   	21.05
SDSS J020020.34+280254.7 	030.0847564	+28.0485446	 1.766	Q   	21.96
SDSS J020020.39+021838.1 	030.0849559	+02.3106096	 1.208	Q   	20.25
WISEA J020020.39+225906.5	030.0849743	+22.9851573	 0.500	q   	18.57
SDSS J020020.40-004418.3 	030.0850139	-00.7384432	 1.981	Q   	22.06
SDSS J020020.48+135143.3 	030.0853494	+13.8620375	 0.880	Q   	20.17
LAMOSTJ020020.48+071313.2	030.0853531	+07.2203211	 1.250	Q   	18.94
SDSS J020020.59+015027.1 	030.0858036	+01.8409087	 1.179	Q   	20.68
WISEA J020020.63+252354.6	030.0859938	+25.3985115	 1.900	qR2 	17.80
WISEA J020020.66+055548.6	030.0860765	+05.9301648	 0.300	q   	19.63
SDSS J020020.69-033031.4 	030.0862277	-03.5087488	 1.440	Q   	19.76
WISEA J020020.69-172229.6	030.0862581	-17.3749529	 1.200	q   	19.00
WISEA J020020.70-271408.3	030.0863067	-27.2357066	 1.700	q   	19.13
WISEA J020020.71-705119.8	030.0863423	-70.8554987	 1.100	q   	19.36
2QZ J020020.7-313216     	030.0864571	-31.5376277	 1.457	Q   	17.88
WISEA J020020.77-353328.7	030.0865686	-35.5580093	 2.100	q   	18.57
SDSS J020020.86+121301.0 	030.0869170	+12.2169640	 0.535	N   	21.34
J020020.88-533216.1      	030.0870000	-53.5378056	      	2   	20.15
SDSS J020020.88-035543.7 	030.0870456	-03.9288171	 2.060	Q   	19.45
SDSS J020020.89+310038.8 	030.0870466	+31.0107880	 0.624	Q   	19.02
SDSS J020020.91+255559.9 	030.0871307	+25.9333261	 1.578	Q   	20.92
WISEA J020020.92-150939.2	030.0873055	-15.1608496	 1.400	q   	19.27
J020020.99+243516.6      	030.0874592	+24.5879556	 0.300	X   	20.09
SDSS J020021.00+311555.5 	030.0875283	+31.2654295	 1.564	QX  	19.33
SDSS J020021.01+051444.1 	030.0875591	+05.2456048	 1.254	Q   	19.02
SDSS J020021.02+044748.2 	030.0876140	+04.7967430	 1.494	Q   	21.19
SDSS J020021.10-041402.5 	030.0879320	-04.2340393	 0.998	Q   	19.43
SDSS J020021.13+034930.3 	030.0880441	+03.8251025	 1.932	Q   	21.43
SDSS J020021.14+211852.5 	030.0881198	+21.3145843	 1.605	Q   	21.29
SDSS J020021.15+202240.7 	030.0881430	+20.3779782	 1.220	Q   	21.39
SDSS J020021.21+044420.1 	030.0883899	+04.7389434	 2.073	Q   	21.60
WISEA J020021.21+254805.3	030.0884102	+25.8014935	 1.100	qR  	17.67
J020021.22+420518.0      	030.0884379	+42.0883582	 0.500	R2  	19.55
WISEA J020021.28+802304.8	030.0885110	+80.3846731	 0.700	q   	20.24
WISEA J020021.26-151209.5	030.0885935	-15.2026775	 1.200	q   	19.44
FBQS J02003-0337         	030.0887012	-03.6236174	 0.846	QR  	18.82
WISEA J020021.25-640507.7	030.0887096	-64.0854903	 1.800	q   	19.37
SDSS J020021.31+011733.7 	030.0888092	+01.2927398	 0.942	Q   	19.78
WISEA J020021.37+080759.6	030.0890426	+08.1332195	 0.100	q   	18.48
WISEA J020021.38+413551.0	030.0890551	+41.5975586	 1.300	q   	18.17
WISEA J020021.42+512247.7	030.0892100	+51.3799224	 2.000	q   	18.61
WISEA J020021.43-441742.6	030.0892469	-44.2952289	 2.100	q   	19.85
SDSS J020021.45+182054.6 	030.0893815	+18.3485142	 1.202	Q   	19.92
SDSS J020021.49+010629.5 	030.0895786	+01.1082248	 0.731	Q   	20.44
J020021.50-304939.7      	030.0895834	-30.8276945	      	X   	19.09
WISEA J020021.53+023428.1	030.0897494	+02.5744870	 1.500	q   	19.50
SDSS J020021.58-011132.5 	030.0899437	-01.1923758	 1.552	Q   	22.64
SDSS J020021.58+244753.3 	030.0899494	+24.7981635	 1.234	Q   	19.97
SDSS J020021.63-001301.8 	030.0901391	-00.2171699	 1.415	QRX 	19.53
SDSS J020021.64+301830.5 	030.0901692	+30.3084718	 2.194	Q   	19.89
SDSS J020021.68-005331.9 	030.0903460	-00.8922044	 2.119	Q   	21.96
WISEA J020021.71+381630.9	030.0904881	+38.2752818	 1.000	q   	18.15
SDSS J020021.85+230129.5 	030.0910378	+23.0248950	 1.404	Q   	19.12
WISEA J020021.96+433040.1	030.0915479	+43.5112029	 0.900	q   	18.99
SDSS J020022.02-024237.3 	030.0917397	-02.7103831	 2.295	Q   	19.02
FBQS J0200-0845          	030.0917482	-08.7533689	 1.936	QRX 	18.76
SDSS J020022.03+060640.6 	030.0918504	+06.1112896	 2.625	Q   	18.03
SDSS J020022.21+052008.1 	030.0926011	+05.3355967	 1.881	Q   	19.92
WISEA J020022.26+282547.5	030.0927819	+28.4298851	 1.800	qR  	17.47
SDSS J020022.29+073053.6 	030.0929056	+07.5149208	 1.010	Q   	19.19
SDSS J020022.31+220843.0 	030.0929608	+22.1453024	 2.621	Q   	21.20
SDSS J020022.31+004303.2 	030.0929934	+00.7175788	 0.760	Q   	20.19
SDSS J020022.34+180624.5 	030.0930969	+18.1068199	 1.566	Q   	20.43
WISEA J020022.52-103128.7	030.0940044	-10.5245638	 0.700	q   	20.04
SDSS J020022.57-015531.5 	030.0940462	-01.9254281	 1.565	Q   	19.80
SDSS J020022.57+222721.2 	030.0940607	+22.4558987	 2.009	Q   	21.78
WISEA J020022.59+423434.4	030.0941586	+42.5762640	 1.100	q   	19.26
WISEA J020022.57-223634.3	030.0941833	-22.6095789	 1.100	q   	19.55
SDSS J020022.61+110928.5 	030.0942306	+11.1579368	 2.636	Q   	20.30
WISEA J020022.73-102709.7	030.0947347	-10.4527169	 1.800	q   	20.34
PGC 1171863              	030.0948505	+00.6566367	 0.163	NR  	16.69
SDSS J020022.76-001748.3 	030.0948687	-00.2967757	 1.731	Q   	20.99
WISEA J020022.75-193406.9	030.0948832	-19.5687150	 0.600	q   	19.59
SDSS J020022.85-035147.3 	030.0952129	-03.8631394	 1.162	Q   	21.65
WISEA J020022.89-060455.5	030.0953949	-06.0820854	 0.900	q   	22.17
WISEA J020022.92-353949.7	030.0954996	-35.6637876	 0.200	q   	18.37
SDSS J020022.96+235843.6 	030.0956379	+23.9787855	 0.729	Q   	20.27
WISEA J020022.99-442915.9	030.0958285	-44.4877648	 0.900	q   	20.14
SDSS J020023.07+010256.5 	030.0961606	+01.0490433	 0.695	Q   	21.69
WISEA J020023.08-614925.2	030.0961787	-61.8236715	 2.500	q   	18.79
SDSS J020023.13-095038.7 	030.0963741	-09.8440965	 1.569	Q   	18.73
SDSS J020023.19+253312.2 	030.0966643	+25.5534076	 2.209	Q   	21.06
SDSS J020023.26+205356.1 	030.0969470	+20.8989218	 0.601	Q   	21.03
SDSS J020023.27+130438.7 	030.0969936	+13.0774439	 1.862	Q   	19.82
SDSS J020023.31-000838.7 	030.0971591	-00.1441068	 2.066	Q   	21.74
SDSS J020023.41+230749.7 	030.0975250	+23.1304880	 1.494	Q   	19.67
WISEA J020023.43-461030.6	030.0976530	-46.1751745	 1.200	q   	19.01
SDSS J020023.50+284226.2 	030.0979537	+28.7072922	 1.470	Q   	20.42
SDSS J020023.52+132921.3 	030.0980132	+13.4892693	 1.541	Q   	21.60
SDSS J020023.55+302849.0 	030.0981286	+30.4802803	 1.579	Q   	19.47
WISEA J020023.57-433316.0	030.0981991	-43.5544684	 0.700	qX  	19.28
SDSS J020023.59-000614.5 	030.0983021	-00.1040531	 1.978	Q   	21.26
J020023.70-061945.8      	030.0987604	-06.3294043	 0.300	X   	19.24
SDSS J020023.72+145706.9 	030.0988538	+14.9519293	 2.816	Q   	20.64
SDSS J020023.75+235202.6 	030.0989814	+23.8673955	 1.124	Q   	21.75
WISEA J020023.80+414649.3	030.0991787	+41.7803819	 1.300	q   	19.29
J020023.90-065249.6      	030.0996112	-06.8804445	      	X   	23.24
SDSS J020023.97+180955.6 	030.0998755	+18.1654552	 1.268	Q   	20.65
WISEA J020024.03+060221.7	030.1001451	+06.0393762	 0.700	q   	19.74
SDSS J020024.11+000535.6 	030.1005199	+00.0932215	 0.394	Q   	20.09
SDSS J020024.17-065030.2 	030.1007182	-06.8417273	 1.800	qX  	19.31
SDSS J020024.23-053143.9 	030.1009850	-05.5288613	 2.133	Q   	20.56
SDSS J020024.27+025123.7 	030.1011441	+02.8566075	 1.663	Q   	22.00
SDSS J020024.33+204804.8 	030.1014016	+20.8013597	 1.775	Q   	21.72
J020024.45+280234.3      	030.1018889	+28.0428612	      	R   	22.66
2QZ J020024.4-281949     	030.1019909	-28.3305097	 0.756	Q   	18.86
SDSS J020024.47+003754.0 	030.1019933	+00.6316744	 0.200	qX  	20.35
SDSS J020024.56-034729.4 	030.1023552	-03.7915042	 1.439	Q   	21.93
SDSS J020024.56+121007.0 	030.1023578	+12.1686237	 2.083	Q   	21.98
SDSS J020024.57+221437.0 	030.1024088	+22.2436550	 0.715	Q   	19.20
SDSS J020024.59+001611.7 	030.1024939	+00.2699420	 2.804	Q   	22.85
SDSS J020024.60+285016.2 	030.1025048	+28.8378440	 1.819	Q   	19.85
SDSS J020024.71+254127.9 	030.1029769	+25.6911094	 1.892	Q   	21.83
WISEA J020024.81+333430.5	030.1033545	+33.5751592	 0.700	q   	18.90
WISEA J020024.82-183517.8	030.1034438	-18.5882870	 1.200	q   	19.00
SDSS J020024.83+063616.3 	030.1034841	+06.6045526	 2.601	Q   	19.21
WISEA J020024.82-125131.1	030.1035112	-12.8586073	 0.200	q   	19.45
SDSS J020024.88+240204.5 	030.1036952	+24.0345838	 1.548	Q   	21.50
SDSS J020024.99+115931.6 	030.1041266	+11.9921288	 2.299	Q   	20.61
WISEA J020024.98-335916.6	030.1041745	-33.9879496	 1.000	q   	19.82
SDSS J020025.01-040148.3 	030.1042676	-04.0301197	 2.465	Q   	19.76
LAMOSTJ020025.02+045952.8	030.1042847	+04.9979809	 1.596	Q   	20.29
J020025.04-064237.0      	030.1043612	-06.7102778	      	X   	19.20
SDSS J020025.06-001314.3 	030.1044283	-00.2206400	 1.700	Q   	19.95
WISEA J020025.11-111302.6	030.1046507	-11.2173553	 2.400	qX  	19.69
WISEA J020025.13-033426.4	030.1047382	-03.5739940	 0.100	q   	20.41
J020025.15-400354.9      	030.1047935	-40.0652710	      	X   	19.82
SDSS J020025.14+053854.1 	030.1048108	+05.6483709	 1.931	Q   	19.14
WISEA J020025.15-060947.4	030.1048531	-06.1631622	 0.800	q   	19.63
SDSS J020025.31+293117.7 	030.1054857	+29.5215770	 1.848	Q   	18.96
WISEA J020025.29-150114.4	030.1057019	-15.0208233	 1.300	q   	20.26
WISEA J020025.38-224302.5	030.1057977	-22.7173496	 0.900	q   	20.35
SDSS J020025.40+002916.6 	030.1058495	+00.4879556	 0.313	AX  	19.85
SDSS J020025.41+323414.0 	030.1058963	+32.5705899	 0.755	Q   	19.76
WISEA J020025.47-584055.2	030.1060814	-58.6818291	 1.500	q   	19.43
SDSS J020025.46-093509.2 	030.1060884	-09.5859136	 0.300	qX  	20.93
WISEA J020025.49-575401.5	030.1062650	-57.9004310	 1.400	q   	19.48
SDSS J020025.51+143120.2 	030.1063193	+14.5222990	 1.844	Q   	18.62
SDSS J020025.55-092013.8 	030.1064682	-09.3371840	      	qX  	22.40
WISEA J020025.59-213204.1	030.1065332	-21.5345168	 1.900	q   	19.02
SDSS J020025.62-010041.6 	030.1067900	-01.0115543	 0.479	Q   	20.82
WISEA J020025.64-560948.6	030.1068631	-56.1635193	 0.300	q   	20.68
SDSS J020025.68+044747.8 	030.1069870	+04.7966137	 0.999	Q   	20.39
2QZ J020025.7-294505     	030.1070879	-29.7512677	 0.586	Q   	20.25
SDSS J020025.75-005119.1 	030.1073191	-00.8553329	 1.956	Q   	19.61
WISEA J020025.76+313544.6	030.1073488	+31.5957582	 0.200	qX  	17.30
WISEA J020025.81-574355.9	030.1075603	-57.7322035	 0.400	q   	18.77
WISEA J020025.88+022555.6	030.1077498	+02.4321247	 0.300	q   	19.54
SDSS J020025.86+130303.8 	030.1077587	+13.0510725	 2.139	Q   	21.94
Q 0158-3843              	030.1079238	-38.4786430	 1.720	Q   	18.65
SDSS J020025.95+294221.6 	030.1081343	+29.7060212	 1.443	Q   	20.01
SDSS J020026.01+271829.5 	030.1083827	+27.3082073	 1.882	Q   	20.05
J020026.13-244430.6      	030.1088889	-24.7418334	      	X   	20.42
SDSS J020026.13+013425.3 	030.1089109	+01.5737298	 1.104	Q   	20.88
SDSS J020026.24-062611.0 	030.1093476	-06.4363834	 1.300	qX  	18.65
SDSS J020026.26-023521.2 	030.1094192	-02.5892407	 2.395	Q   	19.14
2QZ J020026.2-314031     	030.1095383	-31.6750306	 1.137	QX  	19.83
WISEA J020026.30-570020.8	030.1097302	-57.0058022	 1.900	q   	19.78
CGCG 387-24              	030.1097338	+02.6695128	 0.078	ARX 	10.65
J020026.39+205516.9      	030.1099697	+20.9213630	      	R   	20.50
J020026.41+005128.3      	030.1100637	+00.8578746	 0.100	R   	20.46
WISEA J020026.49+802200.1	030.1103758	+80.3667093	 2.100	q   	19.76
SDSS J020026.61+141058.2 	030.1108987	+14.1828304	 1.371	Q   	19.74
SDSS J020026.64+001911.5 	030.1110392	+00.3198743	 1.721	Q   	21.86
SDSS J020026.73+301808.2 	030.1114004	+30.3022919	 0.407	A   	20.35
SDSS J020026.76+002202.7 	030.1115070	+00.3674243	 0.222	N   	17.42
WISEA J020026.82-385453.8	030.1117321	-38.9149148	 0.300	q   	19.76
J020026.82-245304.1      	030.1117500	-24.8844723	      	X   	22.43
