#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
114338.76+541535.0	175.911535	+54.259745	   1.201915
114338.81+285109.6	175.911741	+28.852684	   0.750000
114338.86+603808.8	175.911951	+60.635785	   1.610400
114338.91+375423.4	175.912159	+37.906500	   1.549843
114338.94+294006.9	175.912256	+29.668585	   1.535000
114338.95+055033.4	175.912308	+05.842622	   0.720000
114338.97+385927.3	175.912392	+38.990937	   1.632633
114339.09+444507.6	175.912875	+44.752121	   0.811298
114339.09+563029.4	175.912893	+56.508177	   1.247272
114339.12+581725.1	175.913035	+58.290325	   2.228700
114339.18+280714.0	175.913251	+28.120566	   0.437688
114339.19+343651.9	175.913305	+34.614443	   1.494085
114339.22+071237.0	175.913430	+07.210284	   2.797000
114339.22+301210.0	175.913430	+30.202794	   2.006199
114339.30+570925.8	175.913763	+57.157179	   1.239926
114339.34+001827.3	175.913928	+00.307609	   3.147000
114339.38+314158.5	175.914124	+31.699590	   0.742550
114339.40+552016.2	175.914171	+55.337844	   2.304719
114339.41+084516.3	175.914212	+08.754551	   1.910000
114339.43+562846.7	175.914331	+56.479653	   1.079640
114339.44+584121.5	175.914357	+58.689331	   1.066200
114339.53+205921.1	175.914713	+20.989202	   0.751000
114339.67-001604.0	175.915294	-00.267789	   2.667000
114339.81+325623.3	175.915914	+32.939817	   1.236122
114339.86+073105.7	175.916100	+07.518272	   1.306000
114339.95+361818.8	175.916496	+36.305245	   0.818922
114339.98+480856.7	175.916610	+48.149098	   0.900000
114638.67+495604.8	176.661145	+49.934682	   0.923883
114339.99+292105.8	175.916652	+29.351624	   2.306000
114340.06+483759.5	175.916958	+48.633195	   1.491000
114340.15+425716.7	175.917305	+42.954656	   0.778000
114340.18+284406.1	175.917458	+28.735044	   1.048699
114340.30+303042.1	175.917933	+30.511718	   1.234731
114340.30+523944.9	175.917918	+52.662478	   1.685751
114340.38+505220.5	175.918252	+50.872365	   2.297000
114340.40+475320.4	175.918337	+47.889012	   1.444000
114642.64+304543.7	176.677667	+30.762163	   1.167925
114340.51+265015.7	175.918815	+26.837706	   0.604000
114340.71+304439.7	175.919648	+30.744366	   1.449571
114340.73+535930.2	175.919749	+53.991739	   1.049304
114340.83+005751.1	175.920139	+00.964222	   2.452000
114340.83+471612.1	175.920164	+47.270047	   1.624000
114340.84+324319.8	175.920195	+32.722167	   0.675480
114340.88+644042.9	175.920362	+64.678608	   1.326000
114340.94+072233.3	175.920606	+07.375920	   2.748000
114647.65+425943.5	176.698545	+42.995432	   1.270891
114340.96+520303.3	175.920684	+52.050929	   1.815000
114341.12+573855.7	175.921345	+57.648832	   1.368372
114341.15+412621.4	175.921480	+41.439281	   2.206052
114341.16+294056.3	175.921522	+29.682315	   2.282000
114341.20+434800.9	175.921701	+43.800270	   1.040480
114341.21+503012.7	175.921739	+50.503532	   1.555633
114341.24+382216.9	175.921855	+38.371381	   0.934758
114341.35+020553.7	175.922332	+02.098262	   2.997000
114649.79+162915.3	176.707499	+16.487596	   1.750400
114341.35+635833.7	175.922331	+63.976055	   0.545000
114341.39+305000.6	175.922497	+30.833513	   2.587000
114341.49+461909.8	175.922875	+46.319410	   1.682000
114341.53+212856.9	175.923062	+21.482478	   1.702000
114341.60+663331.1	175.923367	+66.558664	   2.328000
114341.63+505244.7	175.923465	+50.879100	   2.063839
114341.67+144607.0	175.923655	+14.768614	   3.050000
114341.69+432839.6	175.923724	+43.477679	   2.181000
114341.71+333703.8	175.923821	+33.617728	   0.973810
114341.80+054854.3	175.924197	+05.815110	   2.392000
114341.80+203813.8	175.924207	+20.637192	   2.369000
114341.96+375109.4	175.924846	+37.852637	   1.811567
114341.97+430720.7	175.924879	+43.122417	   2.519223
114342.01+375128.4	175.925061	+37.857907	   3.115000
114342.03+290550.8	175.925127	+29.097469	   1.880000
114342.05+310243.4	175.925211	+31.045393	   1.015735
114342.09+293908.8	175.925393	+29.652455	   1.626358
114342.21+252539.9	175.925889	+25.427755	   2.042000
114342.23+222718.5	175.925961	+22.455143	   0.184000
114342.27+373211.5	175.926127	+37.536547	   2.428000
114342.28+395036.1	175.926169	+39.843381	   1.083173
114342.35+563959.5	175.926483	+56.666546	   1.973000
114342.43+271009.2	175.926797	+27.169238	   1.033000
114342.48+382613.7	175.927011	+38.437158	   0.425676
114342.49+523034.5	175.927070	+52.509588	   0.789000
114342.51+121033.2	175.927144	+12.175897	   2.195000
114342.58+335036.0	175.927433	+33.843354	   1.883290
114342.73+452009.4	175.928051	+45.335956	   1.283874
114342.90+450634.8	175.928757	+45.109685	   1.887000
114342.93+315857.9	175.928908	+31.982754	   2.183226
114343.06+451819.9	175.929448	+45.305537	   2.220000
114343.07+674455.5	175.929494	+67.748756	   0.795586
114343.28+214704.0	175.930374	+21.784458	   3.120000
114343.28+284924.2	175.930366	+28.823404	   3.370000
114343.31+200557.2	175.930475	+20.099235	   1.059000
114343.34+364506.0	175.930623	+36.751671	   1.753451
114343.39+631622.9	175.930826	+63.273031	   2.951000
114343.50+151940.2	175.931279	+15.327858	   2.246000
114343.61+072306.6	175.931736	+07.385185	   2.384000
114343.66+384350.1	175.931957	+38.730587	   1.501309
114343.71+565505.7	175.932138	+56.918261	   1.772874
114343.74+521718.4	175.932276	+52.288463	   1.909000
114343.78+490942.4	175.932420	+49.161787	   2.087926
114343.79+404009.8	175.932460	+40.669401	   0.936000
114343.81+375947.9	175.932562	+37.996661	   2.822886
114343.85+571409.0	175.932749	+57.235849	   0.973244
114343.86+255823.9	175.932774	+25.973315	   0.520954
114343.92+480328.4	175.933034	+48.057892	   3.063000
114343.94+313944.5	175.933116	+31.662363	   2.372766
114344.05+640848.5	175.933558	+64.146816	   2.244000
114344.13+224614.6	175.933898	+22.770741	   2.488000
114344.34+560342.0	175.934764	+56.061668	   0.647334
114344.35+381926.3	175.934809	+38.323974	   1.725000
114344.41+463448.3	175.935047	+46.580091	   1.062000
114344.45+224906.9	175.935230	+22.818583	   2.725000
114344.49-004343.1	175.935379	-00.728666	   2.427000
114344.72+505353.2	175.936371	+50.898131	   2.174000
114344.73+381831.7	175.936412	+38.308806	   1.972815
114344.77+541828.6	175.936554	+54.307966	   1.931419
114344.80+260756.7	175.936679	+26.132443	   1.668000
114344.82+034729.6	175.936772	+03.791567	   1.673661
114344.87+463619.4	175.936961	+46.605416	   0.979000
114344.99+532121.6	175.937476	+53.356012	   1.734939
114345.15+583630.6	175.938132	+58.608517	   1.014063
114345.22+321944.6	175.938447	+32.329073	   1.588285
114345.28+413030.1	175.938692	+41.508378	   2.342296
114345.31+252420.1	175.938798	+25.405587	   3.605000
114345.34+135730.6	175.938942	+13.958502	   2.371000
114345.35+055136.5	175.938966	+05.860148	   2.605000
114345.54-002249.6	175.939789	-00.380470	   2.923000
114345.58+071706.9	175.939928	+07.285251	   1.225360
114345.77+402715.2	175.940733	+40.454237	   2.958740
114345.77+652607.1	175.940734	+65.435318	   1.816000
114345.79+571219.0	175.940821	+57.205291	   2.512238
114345.81+251056.4	175.940896	+25.182335	   3.471326
114345.96+384200.8	175.941513	+38.700234	   0.861401
114346.00+023544.7	175.941674	+02.595773	   2.688000
114346.05+500731.6	175.941910	+50.125445	   1.819307
114346.13+313153.6	175.942242	+31.531572	   1.672512
114346.18+372314.8	175.942438	+37.387448	   1.758148
114346.19+642350.2	175.942472	+64.397286	   3.201000
114346.24+404521.0	175.942667	+40.755838	   1.280962
114346.27+335834.9	175.942809	+33.976372	   1.444770
114346.31+452506.2	175.942989	+45.418406	   2.345000
114346.40+100537.9	175.943341	+10.093881	   1.699000
114346.42+473818.3	175.943438	+47.638434	   1.675000
114346.42+550452.7	175.943447	+55.081319	   1.243212
114346.54-021608.1	175.943917	-02.268938	   2.445000
114346.56+285115.7	175.944035	+28.854371	   0.744000
114346.62+540513.8	175.944254	+54.087188	   2.682000
114346.69+222813.3	175.944578	+22.470376	   1.200000
114346.77+333640.0	175.944899	+33.611114	   1.067460
114346.87+482559.6	175.945314	+48.433241	   1.679000
114346.89+171804.6	175.945386	+17.301304	   1.615000
114346.93+481423.4	175.945576	+48.239847	   1.457000
114347.00+562443.7	175.945834	+56.412144	   0.859615
114347.03+273027.5	175.945997	+27.507661	   1.376000
114347.04+390837.6	175.946022	+39.143804	   0.813877
114347.11-005448.7	175.946319	-00.913534	   0.517467
114347.21+142021.6	175.946725	+14.339333	   2.583000
114347.30+585545.1	175.947115	+58.929199	   2.258521
114347.57+495416.9	175.948210	+49.904710	   2.013680
114347.64+360534.9	175.948523	+36.093031	   1.432205
114347.64+534028.4	175.948523	+53.674576	   0.912338
114347.68+275241.8	175.948708	+27.878288	   0.635000
114347.70+112847.9	175.948787	+11.479973	   0.120789
114347.72+310658.9	175.948844	+31.116364	   0.549876
114347.77+211237.0	175.949072	+21.210293	   0.832000
114347.83+220547.3	175.949323	+22.096476	   2.486000
114347.83+470409.9	175.949319	+47.069430	   2.839000
114347.85+155058.7	175.949405	+15.849652	   2.601000
114347.86+585505.5	175.949418	+58.918209	   1.718000
114347.88+375647.4	175.949523	+37.946522	   0.954416
114347.89+274736.7	175.949548	+27.793532	   2.190000
114347.95+530845.0	175.949827	+53.145835	   1.903000
114348.02+495724.2	175.950107	+49.956723	   4.027000
114348.06+212234.5	175.950274	+21.376256	   0.761000
114348.57+400630.0	175.952393	+40.108337	   2.550288
114348.83+455326.9	175.953463	+45.890809	   0.988000
114348.88+045753.7	175.953707	+04.964930	   1.227701
114348.95+595914.3	175.953985	+59.987306	   2.119350
114348.97+323927.7	175.954047	+32.657712	   1.432641
114349.05+140003.3	175.954407	+14.000931	   1.818000
114349.12+012751.7	175.954685	+01.464388	   3.740000
114349.14+434706.6	175.954780	+43.785172	   1.893842
114349.15+390958.2	175.954816	+39.166178	   1.471000
114349.19+340946.3	175.954998	+34.162883	   1.012205
114349.23+572929.8	175.955151	+57.491624	   1.069000
114349.44+362805.2	175.956019	+36.468137	   1.707708
114349.60+573120.4	175.956705	+57.522335	   2.309000
114349.71+275004.2	175.957127	+27.834525	   0.817000
114349.72+555455.8	175.957174	+55.915527	   0.633938
114349.74+380355.8	175.957284	+38.065527	   1.297059
114349.77+443843.2	175.957411	+44.645339	   1.666000
114349.79+272802.6	175.957468	+27.467401	   0.798000
114349.79+381840.3	175.957486	+38.311220	   1.307231
114349.88+384937.2	175.957852	+38.827018	   0.938064
114349.88+421634.4	175.957861	+42.276223	   2.873374
114349.89+682140.5	175.957905	+68.361273	   2.210000
114350.03+093729.0	175.958475	+09.624747	   1.129246
114350.19+615525.6	175.959164	+61.923791	   2.975000
114350.21+561349.5	175.959245	+56.230424	   1.114700
114350.30+362911.3	175.959609	+36.486485	   2.343000
114350.36+145703.2	175.959857	+14.950915	   0.645271
114350.37+130149.9	175.959913	+13.030542	   2.242000
114350.37+461821.2	175.959882	+46.305903	   1.182000
114350.42+300043.1	175.960122	+30.011998	   2.592000
114350.42+322744.7	175.960109	+32.462438	   1.617597
114350.47+642947.4	175.960330	+64.496524	   2.680000
114350.54+450235.0	175.960589	+45.043072	   2.278000
114350.58+290833.8	175.960784	+29.142726	   0.854000
114350.64+325245.1	175.961012	+32.879220	   1.082362
114350.73+562039.8	175.961382	+56.344398	   0.872216
114350.74+101507.5	175.961452	+10.252111	   0.468734
114350.87+460706.3	175.961986	+46.118432	   2.474000
114350.93+061256.6	175.962247	+06.215749	   2.249000
114350.95+304957.4	175.962321	+30.832629	   1.117966
114351.12+291320.3	175.963018	+29.222318	   1.497000
114351.18+503543.3	175.963264	+50.595387	   2.421000
114351.35+001428.6	175.963985	+00.241291	   3.210000
114351.40+644828.3	175.964200	+64.807887	   3.275000
114351.50+342211.3	175.964596	+34.369826	   2.054489
114351.56+630650.9	175.964848	+63.114159	   0.973896
114351.57+474243.5	175.964878	+47.712088	   2.150000
114351.58+153709.2	175.964930	+15.619249	   1.418347
114351.58+400053.0	175.964932	+40.014738	   1.635000
114351.60+452600.9	175.965011	+45.433610	   0.613000
114351.65+413306.7	175.965230	+41.551875	   1.801223
114351.79+151635.0	175.965807	+15.276412	   2.702000
114351.87+514824.7	175.966164	+51.806872	   2.184000
114351.89+420141.0	175.966245	+42.028081	   1.951139
114351.95+293846.4	175.966464	+29.646249	   0.768000
114352.01+572255.6	175.966710	+57.382124	   2.362000
114352.04+591632.5	175.966846	+59.275695	   1.350983
114352.11+454628.1	175.967128	+45.774487	   0.693000
114352.16+440818.7	175.967370	+44.138534	   2.518367
114352.38+484633.0	175.968290	+48.775834	   3.348000
114352.38+550226.0	175.968273	+55.040566	   1.261602
114352.43+374704.1	175.968469	+37.784495	   2.968000
114352.49+230554.0	175.968734	+23.098344	   2.607000
114352.55+525058.3	175.968998	+52.849547	   1.375000
114352.64+353848.0	175.969342	+35.646684	   1.159999
114352.64+593823.5	175.969350	+59.639870	   1.453634
114352.70+385644.4	175.969622	+38.945692	   1.493672
114352.73+395825.3	175.969724	+39.973714	   1.559968
114352.85+061121.0	175.970213	+06.189189	   0.676000
114352.85+405600.3	175.970228	+40.933420	   1.474667
114352.89+154746.0	175.970376	+15.796132	   1.268816
114352.89+411110.1	175.970413	+41.186143	   2.842000
114352.94+650847.1	175.970622	+65.146417	   0.599000
114353.15+642928.5	175.971476	+64.491257	   2.149000
114353.19+290445.8	175.971659	+29.079397	   2.268000
114353.23+255030.9	175.971820	+25.841942	   2.605000
114353.35+523152.3	175.972314	+52.531197	   2.572000
114353.37+143452.1	175.972382	+14.581163	   2.557000
114353.38+114716.6	175.972418	+11.787961	   2.674000
114353.43+262347.3	175.972649	+26.396474	   1.458000
114353.47+492614.4	175.972822	+49.437342	   1.963037
114353.80+060208.1	175.974182	+06.035603	   1.823913
114353.89+453536.9	175.974548	+45.593606	   1.164000
114354.04+011343.1	175.975169	+01.228657	   1.280621
114354.04+384303.3	175.975184	+38.717590	   0.775603
114354.15+342054.3	175.975631	+34.348431	   1.686046
114354.20+222746.7	175.975841	+22.462973	   2.359000
114354.21+342445.6	175.975879	+34.412670	   2.036639
114354.22+434945.1	175.975943	+43.829216	   0.933363
114354.22+474658.5	175.975948	+47.782932	   1.741000
114354.25+310719.0	175.976063	+31.121964	   2.577000
114354.25+521711.0	175.976049	+52.286403	   2.000000
114354.26+614420.1	175.976115	+61.738935	   3.261000
114354.28+361853.7	175.976182	+36.314922	   1.081643
114354.52+443658.7	175.977186	+44.616311	   0.997727
114354.54+021137.3	175.977279	+02.193700	   1.343968
114354.69+223152.4	175.977896	+22.531227	   2.087000
114354.71+543328.9	175.977971	+54.558045	   1.845000
114354.81+541623.1	175.978396	+54.273094	   2.855000
114354.83+402059.1	175.978485	+40.349778	   2.484000
114354.90+204313.2	175.978783	+20.720341	   0.894000
114354.93+512404.3	175.978892	+51.401218	   2.034596
114355.07+492230.8	175.979469	+49.375244	   3.311000
114355.30+051050.6	175.980418	+05.180748	   0.714000
114355.40+311012.3	175.980852	+31.170108	   0.809503
114355.42+580549.5	175.980950	+58.097104	   1.267005
114355.46+290330.1	175.981101	+29.058385	   3.065000
114355.47-023838.1	175.981132	-02.643941	   1.400106
114355.62+383708.6	175.981755	+38.619066	   1.902341
114355.71+084330.3	175.982130	+08.725087	   0.674828
114355.74+590306.0	175.982265	+59.051694	   0.984746
114355.78+103203.4	175.982450	+10.534299	   2.118000
114356.04+301349.9	175.983511	+30.230543	   1.175743
114356.07+202309.3	175.983631	+20.385931	   3.403000
114356.17+101152.1	175.984082	+10.197822	   2.551000
114356.20+533727.9	175.984189	+53.624439	   1.917639
114356.25+362918.0	175.984415	+36.488339	   2.116000
114356.35+025954.7	175.984812	+02.998551	   3.417000
114356.35+093438.4	175.984831	+09.577341	   2.353000
114356.37+311240.4	175.984910	+31.211232	   3.538000
114356.51+231720.1	175.985473	+23.288935	   0.564000
114356.65+591730.4	175.986082	+59.291798	   1.631144
114356.66+134641.9	175.986101	+13.778324	   2.989000
114356.74+310059.5	175.986434	+31.016536	   1.647511
114356.78+553830.8	175.986585	+55.641911	   1.831445
114356.83+564629.3	175.986800	+56.774822	   1.090000
114356.86+415316.6	175.986953	+41.887949	   2.520146
114356.88+195649.3	175.987027	+19.947048	   0.336000
114356.92+450236.5	175.987197	+45.043483	   1.283000
114356.95+480634.1	175.987326	+48.109489	   1.626000
114356.96+191024.6	175.987368	+19.173506	   2.563000
114357.00+320812.1	175.987514	+32.136701	   1.649255
114357.49+441008.1	175.989543	+44.168928	   1.370980
114357.53+353229.1	175.989733	+35.541420	   1.107579
114357.55+302951.0	175.989829	+30.497511	   1.601134
114357.58+481739.2	175.989925	+48.294241	   1.326000
114357.59+405638.3	175.989981	+40.943977	   2.389000
114357.67+191319.5	175.990332	+19.222107	   0.973000
114357.76+485728.7	175.990675	+48.957977	   1.821000
114357.82+063011.4	175.990923	+06.503191	   2.189000
114357.92+004525.4	175.991334	+00.757058	   2.848000
114358.12+531012.1	175.992181	+53.170036	   1.880000
114358.19+181540.7	175.992479	+18.261315	   4.272000
114358.25+165432.4	175.992739	+16.909022	   2.606000
114358.29+592332.0	175.992894	+59.392245	   0.709000
114358.33+491730.3	175.993076	+49.291760	   1.887374
114358.46+513707.6	175.993623	+51.618790	   1.683870
114358.49+653127.0	175.993729	+65.524170	   2.695000
114358.52+052445.0	175.993850	+05.412501	   2.563000
114358.80+660613.6	175.995001	+66.103785	   2.511000
114358.88+340632.5	175.995373	+34.109031	   2.139608
114358.92+190327.9	175.995527	+19.057761	   3.210000
114358.96+300418.7	175.995688	+30.071888	   2.503000
114359.13+183052.9	175.996415	+18.514708	   2.385000
114359.13+274440.1	175.996405	+27.744490	   1.969000
114359.37+515023.5	175.997375	+51.839864	   1.379021
114359.37-010113.0	175.997398	-01.020283	   0.681000
114359.41+541247.8	175.997573	+54.213300	   2.251000
114359.42+370549.9	175.997609	+37.097209	   1.756672
114359.43+292806.5	175.997662	+29.468473	   2.071000
114359.46+560227.9	175.997764	+56.041104	   1.820000
114359.69+215216.7	175.998710	+21.871312	   2.947000
114359.74+091047.7	175.998927	+09.179930	   2.222000
114359.88+280308.6	175.999516	+28.052415	   1.557000
114400.02+264634.1	176.000123	+26.776143	   2.217000
114400.09+590414.6	176.000387	+59.070748	   1.178531
114400.10+362726.1	176.000430	+36.457254	   0.452000
114400.16+595559.5	176.000676	+59.933214	   0.993230
114400.22+270230.9	176.000954	+27.041933	   2.771000
114400.24+264013.2	176.001025	+26.670342	   3.460000
114400.27+454407.2	176.001138	+45.735351	   0.356953
114400.29+450635.2	176.001248	+45.109780	   2.282000
114400.30+320118.6	176.001273	+32.021834	   0.871191
114400.37+452420.1	176.001554	+45.405601	   1.684000
114400.41+595519.5	176.001733	+59.922102	   1.798800
114400.45+125832.5	176.001903	+12.975711	   3.851000
114400.48+000918.1	176.002016	+00.155040	   1.460572
114400.61+491214.3	176.002568	+49.203998	   1.755078
114400.74+560702.4	176.003109	+56.117338	   2.037763
114400.79+210839.6	176.003322	+21.144353	   0.694000
114400.89+560500.0	176.003739	+56.083345	   2.909309
114400.98+572720.7	176.004086	+57.455766	   2.355499
114401.01+101433.6	176.004245	+10.242667	   2.385000
114401.01+340535.1	176.004247	+34.093089	   2.041353
114401.06+302147.6	176.004427	+30.363229	   2.063844
114401.12+554301.4	176.004700	+55.717056	   2.746000
114401.15+491446.8	176.004819	+49.246345	   1.858000
114401.34+074111.8	176.005606	+07.686626	   2.360000
114401.38+643433.9	176.005762	+64.576110	   2.036000
114401.42+342325.0	176.005951	+34.390287	   1.860431
114401.57+281242.5	176.006559	+28.211826	   0.835000
114401.82+343602.6	176.007621	+34.600728	   1.639058
114401.85+093730.1	176.007726	+09.625051	   2.130000
114401.86+613322.2	176.007750	+61.556194	   0.858000
114401.90+574127.3	176.007938	+57.690934	   3.088000
114401.93+474754.7	176.008072	+47.798546	   1.317000
114401.98+281059.9	176.008275	+28.183330	   1.401000
114401.98+391158.0	176.008278	+39.199448	   1.544729
114401.99+501732.8	176.008327	+50.292458	   0.935979
114402.01+405426.8	176.008386	+40.907447	   2.393000
114402.07+322529.5	176.008642	+32.424880	   2.584343
114402.09+013027.5	176.008744	+01.507643	   1.882794
114402.09+315704.9	176.008737	+31.951375	   1.109925
114402.34+312738.9	176.009786	+31.460817	   1.445036
114402.51+330902.0	176.010467	+33.150581	   1.095605
114402.53+264832.6	176.010560	+26.809061	   0.604462
114402.67-001452.0	176.011147	-00.247790	   1.447315
114402.68+533811.6	176.011185	+53.636579	   2.234000
114402.69+443007.0	176.011248	+44.501969	   1.618004
114402.72+443838.8	176.011361	+44.644114	   2.333000
114402.73+252911.6	176.011397	+25.486568	   1.661000
114402.73+554507.6	176.011394	+55.752126	   3.214000
114402.82+584756.3	176.011776	+58.798991	   2.919000
114402.93+511051.3	176.012216	+51.180921	   0.842172
114402.97+132914.2	176.012404	+13.487289	   2.359000
114403.05+454211.4	176.012734	+45.703184	   2.193000
114403.06+104721.8	176.012750	+10.789408	   2.214000
114403.09+500111.3	176.012884	+50.019817	   2.001514
114403.11+314517.7	176.012997	+31.754934	   1.576902
114403.15+682615.6	176.013149	+68.437694	   2.759000
114403.40+541849.1	176.014202	+54.313658	   1.412527
114403.43+593341.2	176.014307	+59.561454	   1.426761
114403.57+422555.5	176.014880	+42.432089	   1.732690
114403.62+560216.1	176.015123	+56.037812	   0.924829
114403.67+100025.7	176.015292	+10.007152	   1.898000
114403.75+073919.2	176.015637	+07.655361	   2.875000
114403.84+212019.8	176.016015	+21.338852	   2.021871
114403.89+475223.9	176.016211	+47.873315	   1.826000
114403.92+624340.6	176.016347	+62.727970	   2.047000
114403.96+523328.5	176.016533	+52.557934	   0.524000
114404.04+321502.0	176.016851	+32.250579	   1.900222
114404.14+414023.8	176.017257	+41.673293	   2.495195
114404.23+014557.7	176.017666	+01.766033	   1.844822
114404.23+620442.3	176.017646	+62.078430	   3.278000
114404.24+114631.5	176.017703	+11.775442	   2.613000
114404.24+462501.8	176.017667	+46.417169	   1.336000
114404.25+391345.8	176.017718	+39.229416	   0.817000
114404.27+395259.4	176.017794	+39.883181	   0.297169
114404.49+255442.4	176.018742	+25.911803	   2.491000
114404.69+133530.2	176.019574	+13.591749	   2.606000
114404.72+524426.8	176.019707	+52.740785	   2.201000
114404.76+180518.0	176.019842	+18.088346	   0.897900
114404.79+034315.9	176.019972	+03.721110	   3.097000
114404.79+071205.4	176.019999	+07.201510	   0.498386
114404.83+303106.8	176.020132	+30.518583	   0.417000
114404.88+101010.8	176.020345	+10.169679	   2.362000
114404.90+431530.6	176.020423	+43.258500	   0.828000
114405.01+544752.4	176.020908	+54.797893	   1.937000
114405.07+421008.0	176.021146	+42.168909	   1.726370
114405.09+293301.1	176.021232	+29.550322	   1.648986
114405.09+492751.2	176.021249	+49.464234	   1.475000
114405.11+470406.7	176.021322	+47.068542	   1.123000
114405.27+291051.3	176.021960	+29.180925	   0.864000
114405.34+460405.7	176.022271	+46.068257	   0.445421
114407.69+590617.4	176.032059	+59.104837	   1.380341
114405.57+442400.7	176.023246	+44.400195	   2.423000
114405.57+591900.6	176.023236	+59.316852	   2.860000
114405.62+254822.4	176.023457	+25.806241	   2.402000
114405.69+195735.4	176.023714	+19.959837	   0.954100
114405.70+341747.6	176.023764	+34.296569	   0.998000
114405.73+551250.6	176.023894	+55.214080	   2.125000
114405.75+093944.7	176.023991	+09.662443	   2.458000
114405.75+372647.3	176.023967	+37.446497	   2.698244
114405.84+481713.1	176.024374	+48.286993	   3.057000
114406.00+335017.4	176.025003	+33.838185	   1.212678
114406.03+301155.2	176.025125	+30.198689	   2.872000
114406.08+402003.2	176.025353	+40.334242	   1.745306
114406.12+565440.4	176.025528	+56.911228	   2.593000
114406.16+032238.4	176.025701	+03.377357	   1.098000
114406.20+185516.0	176.025867	+18.921136	   3.832000
114406.21+441336.9	176.025913	+44.226926	   2.156288
114406.42+563041.3	176.026786	+56.511473	   3.270000
114406.59+032420.3	176.027465	+03.405651	   2.279000
114406.60+591131.1	176.027501	+59.191997	   1.146000
114406.67+385834.4	176.027797	+38.976248	   1.205722
114406.86+450823.2	176.028584	+45.139784	   0.521000
114406.90+171858.4	176.028761	+17.316224	   0.284900
114406.91+382814.9	176.028802	+38.470825	   1.040000
114406.99+213848.4	176.029166	+21.646794	   1.867000
114407.09+583103.6	176.029547	+58.517689	   1.831529
114407.17+284355.3	176.029901	+28.732053	   2.840000
114407.23+595626.9	176.030134	+59.940811	   1.489700
114407.25+382941.4	176.030209	+38.494834	   1.710175
114407.29+021038.7	176.030411	+02.177436	   0.216357
114407.29+492202.7	176.030381	+49.367442	   1.508000
114407.30+322402.2	176.030455	+32.400633	   3.217000
114407.37+420150.2	176.030714	+42.030628	   2.149864
114407.39+375809.0	176.030819	+37.969180	   2.786960
114407.42+542514.4	176.030926	+54.420667	   2.780000
114407.44+355016.9	176.031010	+35.838034	   1.307265
114407.45+394725.5	176.031069	+39.790432	   1.616329
114407.50+380047.5	176.031289	+38.013196	   0.953509
114407.55+652226.2	176.031469	+65.373959	   2.755000
114407.62+394239.8	176.031769	+39.711066	   0.809223
114407.65+234724.4	176.031902	+23.790138	   0.602000
114408.79+511708.5	176.036633	+51.285710	   1.225000
114407.81+455427.7	176.032574	+45.907700	   2.107000
114407.88+644448.0	176.032842	+64.746675	   2.720000
114407.98+205342.8	176.033274	+20.895248	   1.702000
114408.02+531522.3	176.033439	+53.256200	   1.595000
114408.04+075213.8	176.033504	+07.870509	   2.959000
114408.11+382110.5	176.033820	+38.352933	   0.597169
114408.13+105555.5	176.033908	+10.932091	   3.179000
114408.15+254748.2	176.033970	+25.796735	   0.958604
114408.22+490134.0	176.034278	+49.026125	   3.615000
114408.23+622742.3	176.034327	+62.461759	   1.513000
114408.28+025332.0	176.034506	+02.892226	   1.277100
