#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:11 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:11	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F274%2Fbzcat5&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7274
#Name: VII/274
#Title: The Roma BZCAT - 5th edition (Massaro+, 2015)
#INFO	ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	creator=Massaro E.	    First author or institution
#INFO	cites=bibcode:2015Ap&SS.357...75M	    Article or Data origin sources
#INFO	journal=Ap&S	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/274	    Dataset landing page
#INFO	publication_date=2020-10-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_274_bzcat5:
#Name: VII/274/bzcat5
#Title: The Roma BZCAT - 5th edition
#Column	Name	(A15)	Source name (based on J2000 position), 5BZA JHHMM+DDMM (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
Name	RAJ2000	DEJ2000	z
5BZB J0833+4726	08 33 57.07	+47 26 53.01	 0.494
5BZQ J0834+6019	08 34 17.54	+60 19 47.09	 0.720
5BZB J0834+1825	08 34 17.59	+18 25 01.81	 0.336
5BZQ J0834-2241	08 34 44.17	-22 41 12.80	 1.064
5BZG J0834+5534	08 34 54.96	+55 34 22.00	 0.242
5BZB J0834+4403	08 34 58.19	+44 03 38.30	 0.000
5BZB J0835+0937	08 35 43.20	+09 37 18.01	 0.000
5BZQ J0835+6835	08 35 47.63	+68 35 12.01	 1.414
5BZG J0835+1517	08 35 48.13	+15 17 17.08	 0.169
5BZQ J0836+0053	08 36 15.81	+00 53 00.49	 1.826
5BZQ J0836+2728	08 36 22.88	+27 28 52.60	 0.765
5BZQ J0836+4125	08 36 36.90	+41 25 54.80	 1.301
5BZQ J0836-2016	08 36 39.20	-20 16 59.59	 2.752
5BZQ J0836-2233	08 36 50.76	-22 33 10.11	 0.837
5BZQ J0837+5825	08 37 22.42	+58 25 02.31	 2.101
5BZB J0837+1458	08 37 24.71	+14 58 19.81	 0.278
5BZQ J0837+2454	08 37 40.24	+24 54 22.89	 1.122
5BZB J0837+1759	08 37 43.99	+17 59 20.00	 0.313
5BZG J0839+4015	08 39 03.08	+40 15 45.79	 0.194
5BZB J0839+3618	08 39 18.76	+36 18 55.69	 0.335
5BZB J0839+1802	08 39 30.71	+18 02 47.18	 0.000
5BZB J0839+3540	08 39 43.37	+35 40 01.48	 0.000
5BZQ J0839+5112	08 39 46.20	+51 12 02.80	 4.403
5BZU J0839+0204	08 39 47.39	+02 04 34.10	 0.000
5BZB J0839+0319	08 39 49.25	+03 19 54.19	 1.570
5BZQ J0839+0104	08 39 49.61	+01 04 26.90	 1.123
5BZB J0840+3440	08 40 13.03	+34 40 27.08	 0.451
5BZU J0840+1312	08 40 47.59	+13 12 23.50	 0.681
5BZB J0840+3721	08 40 56.05	+37 21 06.01	 0.000
5BZB J0841-3555	08 41 21.62	-35 55 05.80	 0.000
5BZQ J0841+7053	08 41 24.35	+70 53 42.28	 2.218
5BZQ J0842+4018	08 42 03.73	+40 18 31.50	 0.152
5BZQ J0842+1835	08 42 05.10	+18 35 41.20	 1.272
5BZQ J0842+4525	08 42 15.35	+45 25 44.29	 1.409
5BZB J0842+0252	08 42 25.50	+02 52 52.78	 0.425
5BZQ J0843+3742	08 43 52.85	+37 42 28.29	 1.741
5BZB J0844+5312	08 44 11.70	+53 12 50.68	 0.000
5BZQ J0845-6527	08 45 11.34	-65 27 23.18	 2.274
5BZQ J0845-5555	08 45 49.67	-55 55 26.68	 0.433
5BZQ J0846+0641	08 46 49.99	+06 41 49.20	 0.616
5BZU J0847-2337	08 47 01.57	-23 37 01.81	 0.059
5BZB J0847+1133	08 47 12.93	+11 33 50.29	 0.199
5BZB J0847-0703	08 47 56.74	-07 03 16.88	 0.000
5BZQ J0847-0520	08 47 58.74	-05 20 33.79	 1.242
5BZG J0848+8111	08 48 28.01	+81 11 47.61	 0.175
5BZB J0848+0506	08 48 39.65	+05 06 17.89	 0.000
5BZB J0848+6606	08 48 54.60	+66 06 09.28	 0.000
5BZB J0849+0206	08 49 08.82	+02 06 22.50	 0.000
5BZB J0849+0455	08 49 32.54	+04 55 07.89	 0.000
5BZU J0849+5108	08 49 57.99	+51 08 29.00	 0.583
5BZB J0850+4854	08 50 00.35	+48 54 58.78	 0.000
5BZG J0850+4036	08 50 04.67	+40 36 08.09	 0.267
5BZQ J0850-1213	08 50 09.64	-12 13 35.39	 0.566
5BZQ J0850+5931	08 50 10.24	+59 31 18.01	 1.710
5BZG J0850+3455	08 50 36.19	+34 55 22.80	 0.145
5BZB J0851+0549	08 51 02.99	+05 49 05.91	 0.486
5BZB J0851+5528	08 51 35.93	+55 28 34.71	 0.000
5BZQ J0852+2833	08 52 05.15	+28 33 59.61	 1.282
5BZQ J0852+4734	08 52 20.52	+47 34 59.01	 2.420
5BZG J0852+2433	08 52 29.10	+24 33 54.39	 0.358
5BZQ J0853-0150	08 53 01.32	-01 50 48.01	 1.498
5BZQ J0853+2813	08 53 17.82	+28 13 50.08	 0.920
5BZB J0854+4408	08 54 09.89	+44 08 30.40	 0.000
5BZB J0854+2754	08 54 10.18	+27 54 21.70	 0.494
5BZQ J0854+5327	08 54 17.59	+53 27 35.31	 2.418
5BZQ J0854+5757	08 54 41.99	+57 57 29.98	 1.322
5BZB J0854+2006	08 54 48.88	+20 06 30.81	 0.306
5BZB J0854+6218	08 54 50.56	+62 18 50.18	 0.267
5BZB J0855+2601	08 55 06.41	+26 01 42.20	 0.695
5BZB J0855+4237	08 55 48.59	+42 37 13.00	 0.517
5BZQ J0855-0021	08 55 54.47	-00 21 46.18	 1.363
5BZG J0856+5418	08 56 08.34	+54 18 55.40	 0.259
5BZU J0856+0140	08 56 38.51	+01 40 00.91	 0.448
5BZB J0856+2057	08 56 39.75	+20 57 43.48	 0.000
5BZB J0856-1105	08 56 41.81	-11 05 14.38	 0.000
5BZQ J0856+1739	08 56 56.68	+17 39 47.91	 0.516
5BZQ J0856+2111	08 56 57.23	+21 11 43.79	 2.098
5BZG J0857+0627	08 57 29.75	+06 27 25.19	 0.338
5BZB J0857+0135	08 57 49.80	+01 35 30.30	 0.281
5BZQ J0858-1950	08 58 05.35	-19 50 36.88	 0.659
5BZB J0859+8345	08 59 10.26	+83 45 00.21	 0.327
5BZB J0859+0047	08 59 20.56	+00 47 12.08	 0.000
5BZB J0859+6217	08 59 30.62	+62 17 30.51	 0.000
5BZQ J0900+4108	09 00 21.42	+41 08 22.88	 1.629
5BZB J0900+6742	09 00 38.74	+67 42 23.40	 0.000
5BZQ J0900-2808	09 00 40.03	-28 08 20.29	 2.160
5BZQ J0901+0448	09 01 11.86	+04 48 58.89	 1.863
5BZQ J0901-0037	09 01 25.84	-00 37 03.21	 1.900
5BZB J0901+3752	09 01 39.02	+37 52 46.30	 0.477
5BZQ J0901-0702	09 01 44.23	-07 02 16.11	 1.738
5BZQ J0901+6551	09 01 46.67	+65 51 50.00	 2.072
5BZB J0902+4544	09 02 07.94	+45 44 32.99	 0.289
5BZQ J0902-1415	09 02 16.82	-14 15 30.88	 1.333
5BZQ J0902+5402	09 02 19.29	+54 02 57.30	 1.682
5BZB J0902+2050	09 02 26.90	+20 50 46.39	 0.000
5BZQ J0902+4310	09 02 30.91	+43 10 14.19	 2.410
5BZQ J0903-1721	09 03 00.01	-17 21 05.18	 0.872
5BZQ J0903+4651	09 03 03.99	+46 51 04.10	 1.462
5BZG J0903+4055	09 03 14.71	+40 55 59.70	 0.188
5BZB J0903+2853	09 03 34.26	+28 53 59.20	 0.000
5BZQ J0903+6757	09 03 53.15	+67 57 22.71	 1.499
5BZQ J0903+5151	09 03 58.56	+51 51 00.68	 1.537
5BZQ J0904-2552	09 04 52.19	-25 52 51.81	 1.635
5BZU J0904-5735	09 04 53.17	-57 35 05.78	 0.695
5BZB J0905+1358	09 05 34.98	+13 58 06.38	 0.000
5BZG J0905+4705	09 05 36.45	+47 05 46.39	 0.174
5BZQ J0905+2849	09 05 41.76	+28 49 28.30	 1.216
5BZG J0906+4636	09 06 15.54	+46 36 19.00	 0.085
5BZB J0906-0905	09 06 18.05	-09 05 44.91	 0.000
5BZQ J0906+6930	09 06 30.75	+69 30 30.38	 5.470
5BZQ J0906-2019	09 06 51.30	-20 19 54.69	 0.774
5BZG J0906+4124	09 06 52.79	+41 24 29.59	 0.027
5BZB J0907+0857	09 07 00.07	+08 57 51.29	 0.000
5BZU J0908-0959	09 08 02.21	-09 59 37.60	 0.054
5BZQ J0908+4150	09 08 35.86	+41 50 46.21	 0.733
5BZB J0908+1609	09 08 55.92	+16 09 54.79	 0.000
5BZB J0909+2311	09 09 00.61	+23 11 12.91	 0.223
5BZQ J0909+0121	09 09 10.08	+01 21 35.60	 1.024
5BZQ J0909-7445	09 09 20.94	-74 45 08.10	 1.238
5BZQ J0909+5216	09 09 24.67	+52 16 32.59	 0.410
5BZU J0909+4253	09 09 33.48	+42 53 46.50	 0.670
5BZB J0909+0200	09 09 39.84	+02 00 05.29	 0.000
5BZQ J0909-0231	09 09 44.92	-02 31 30.28	 0.957
5BZB J0909+3106	09 09 53.28	+31 06 03.09	 0.272
5BZB J0910+3329	09 10 37.06	+33 29 24.50	 0.000
5BZQ J0910+2248	09 10 42.12	+22 48 35.60	 2.661
5BZB J0910+2548	09 10 45.29	+25 48 12.81	 0.385
5BZB J0910+3902	09 10 52.03	+39 02 02.11	 0.000
5BZB J0911+3349	09 11 47.76	+33 49 16.71	 0.456
5BZB J0911+2949	09 11 51.34	+29 49 29.38	 0.446
5BZG J0912+5320	09 12 01.68	+53 20 35.69	 0.102
5BZB J0912+2759	09 12 11.21	+27 59 27.88	 0.000
5BZQ J0912+4126	09 12 11.60	+41 26 09.31	 2.563
5BZG J0912+4235	09 12 27.23	+42 35 45.09	 0.266
5BZG J0912+1555	09 12 30.60	+15 55 27.98	 0.212
5BZB J0913-2103	09 13 00.17	-21 03 20.91	 0.198
5BZB J0913+8133	09 13 22.37	+81 33 05.00	 0.639
5BZQ J0914+0245	09 14 37.91	+02 45 59.18	 0.427
5BZQ J0915+0007	09 15 51.70	+00 07 13.29	 3.074
5BZB J0915+2933	09 15 52.39	+29 33 24.01	 0.000
5BZB J0915+4738	09 15 52.95	+47 38 20.11	 0.408
5BZQ J0916+3854	09 16 48.90	+38 54 28.18	 1.267
5BZG J0916+5238	09 16 51.94	+52 38 28.39	 0.190
5BZQ J0917-2131	09 17 27.01	-21 31 34.50	 0.847
5BZB J0917+4029	09 17 40.12	+40 29 29.79	 0.000
5BZQ J0918+0636	09 18 24.37	+06 36 53.31	 4.217
5BZB J0918+0213	09 18 48.58	+02 13 21.79	 0.000
5BZB J0919+3324	09 19 08.78	+33 24 41.90	 0.000
5BZB J0919+1106	09 19 25.66	+11 06 59.50	 0.425
5BZB J0920+3910	09 20 15.67	+39 10 13.90	 0.607
5BZQ J0920-2956	09 20 43.19	-29 56 30.29	 0.465
5BZQ J0920+4441	09 20 58.45	+44 41 53.98	 2.190
5BZQ J0921+7136	09 21 23.94	+71 36 12.38	 0.594
5BZQ J0921-2618	09 21 29.34	-26 18 43.41	 2.300
5BZQ J0921+6215	09 21 36.23	+62 15 52.19	 1.446
5BZU J0921-8209	09 21 42.70	-82 09 36.21	 1.291
5BZB J0921+2335	09 21 45.36	+23 35 48.08	 0.000
5BZB J0921+2455	09 21 46.79	+24 55 41.30	 0.000
5BZB J0922+2346	09 22 16.38	+23 46 45.51	 0.000
5BZQ J0922-0529	09 22 23.67	-05 29 07.18	 0.974
5BZU J0923+4125	09 23 31.30	+41 25 27.40	 0.000
5BZU J0923-2135	09 23 38.88	-21 35 47.11	 0.053
5BZQ J0923+2815	09 23 51.52	+28 15 25.09	 0.744
5BZB J0924+0533	09 24 01.03	+05 33 45.39	 0.000
5BZB J0924+5300	09 24 05.81	+53 00 33.80	 0.640
5BZQ J0924+0309	09 24 14.70	+03 09 00.79	 0.128
5BZQ J0925+0019	09 25 07.81	+00 19 13.90	 1.720
5BZB J0925+5958	09 25 42.89	+59 58 16.71	 0.000
5BZB J0925+3127	09 25 43.65	+31 27 10.69	 0.000
5BZQ J0925+1658	09 25 49.96	+16 58 12.21	 1.545
5BZQ J0926+4029	09 26 00.42	+40 29 49.70	 1.879
5BZB J0926+5411	09 26 38.87	+54 11 26.59	 0.841
5BZB J0926+0803	09 26 42.18	+08 03 00.28	 0.000
5BZQ J0927+3902	09 27 03.00	+39 02 20.90	 0.695
5BZG J0927+5327	09 27 10.60	+53 27 31.60	 0.201
5BZG J0927+5545	09 27 40.63	+55 45 47.98	 0.221
5BZG J0927-0900	09 27 46.90	-09 00 21.99	 0.254
5BZQ J0927-2034	09 27 51.82	-20 34 51.20	 0.348
5BZQ J0928+4446	09 28 24.13	+44 46 04.80	 1.904
5BZB J0928+4048	09 28 37.43	+40 48 45.28	 0.000
5BZB J0929+1945	09 29 02.41	+19 45 25.09	 0.000
5BZB J0929+5013	09 29 15.43	+50 13 36.01	 0.000
5BZB J0929+8612	09 29 43.06	+86 12 21.31	 0.000
5BZQ J0930+4644	09 30 35.08	+46 44 08.59	 2.032
5BZB J0930+4950	09 30 37.56	+49 50 25.58	 0.187
5BZQ J0930+0034	09 30 52.25	+00 34 58.90	 1.771
5BZB J0930+3503	09 30 55.27	+35 03 37.51	 0.000
5BZB J0930+3933	09 30 56.83	+39 33 35.60	 0.638
5BZG J0932+3630	09 32 09.60	+36 30 02.59	 0.154
5BZQ J0932-2016	09 32 19.59	-20 16 37.20	 1.236
5BZQ J0932-3405	09 32 36.48	-34 05 58.48	 0.936
5BZB J0932+1042	09 32 39.35	+10 42 35.09	 0.361
5BZQ J0932+5306	09 32 41.15	+53 06 33.80	 0.597
5BZQ J0933+4615	09 33 09.31	+46 15 35.49	 0.778
5BZU J0933+0003	09 33 10.56	+00 03 23.50	 0.000
5BZQ J0933-0819	09 33 17.10	-08 19 10.88	 0.903
5BZB J0934+3926	09 34 06.66	+39 26 32.20	 0.000
5BZQ J0934+4908	09 34 15.76	+49 08 21.69	 2.582
5BZB J0934-1721	09 34 30.18	-17 21 20.98	 0.000
5BZQ J0935-3332	09 35 09.23	-33 32 37.71	 2.906
5BZB J0936+1850	09 36 27.66	+18 50 03.30	 0.000
5BZQ J0937+5008	09 37 12.32	+50 08 52.11	 0.276
5BZB J0938+3717	09 38 07.86	+37 17 51.39	 0.560
5BZQ J0938-0708	09 38 56.09	-07 08 00.59	 1.281
5BZQ J0939+4141	09 39 49.61	+41 41 54.20	 1.224
5BZB J0940+2603	09 40 14.71	+26 03 29.91	 0.498
5BZG J0940+6148	09 40 22.44	+61 48 26.20	 0.211
5BZQ J0941-1335	09 41 02.54	-13 35 51.00	 0.551
5BZQ J0941+2728	09 41 48.11	+27 28 38.78	 1.305
5BZB J0941+2722	09 41 52.40	+27 22 17.79	 0.000
5BZQ J0941-8615	09 41 55.61	-86 15 01.80	 3.697
5BZQ J0942+6403	09 42 03.90	+64 03 11.30	 0.952
5BZB J0942-0759	09 42 21.46	-07 59 53.19	 0.000
5BZB J0942+2844	09 42 23.29	+28 44 14.38	 0.366
5BZB J0942+5416	09 42 45.29	+54 16 20.49	 0.000
5BZQ J0943+1702	09 43 17.22	+17 02 18.88	 1.598
5BZB J0943-0709	09 43 55.56	-07 09 50.18	 0.433
5BZB J0944+5735	09 44 32.33	+57 35 36.09	 0.000
5BZB J0944+5557	09 44 41.46	+55 57 52.88	 0.000
5BZB J0944-1347	09 44 59.38	-13 47 51.68	 0.000
5BZQ J0945+4636	09 45 42.09	+46 36 50.61	 0.639
5BZB J0945+5757	09 45 42.23	+57 57 47.70	 0.229
5BZB J0946+4735	09 46 04.46	+47 35 10.10	 0.568
5BZG J0946+5819	09 46 14.50	+58 19 37.59	 0.147
5BZB J0946+0104	09 46 20.21	+01 04 51.99	 0.577
5BZQ J0946+1017	09 46 35.05	+10 17 06.10	 1.007
5BZB J0947+2215	09 47 38.58	+22 15 33.30	 0.000
5BZB J0947+3453	09 47 40.32	+34 53 45.20	 0.000
5BZQ J0947-7731	09 47 51.49	-77 31 35.29	 2.528
5BZQ J0948-3223	09 48 09.51	-32 23 47.40	 2.140
5BZG J0948+5535	09 48 32.00	+55 35 35.30	 0.118
5BZQ J0948+4039	09 48 55.33	+40 39 44.60	 1.249
5BZQ J0948+0022	09 48 57.31	+00 22 25.50	 0.585
5BZQ J0949+1752	09 49 39.76	+17 52 49.29	 0.693
5BZG J0950+1804	09 50 00.29	+18 04 18.69	 0.154
5BZB J0950+0615	09 50 03.47	+06 15 03.81	 0.000
5BZB J0950+4553	09 50 11.81	+45 53 20.11	 0.399
5BZB J0951+0102	09 51 27.80	+01 02 10.21	 0.502
5BZQ J0951-2123	09 51 43.55	-21 23 57.98	 0.547
5BZB J0952+3936	09 52 14.70	+39 36 15.91	 0.000
5BZB J0952+7502	09 52 24.14	+75 02 13.48	 0.179
5BZQ J0952+5048	09 52 27.30	+50 48 50.61	 1.091
5BZQ J0952-2453	09 52 31.64	-24 53 50.89	 2.625
5BZQ J0952+3512	09 52 32.03	+35 12 52.41	 1.876
5BZB J0952+6538	09 52 32.17	+65 38 01.21	 0.000
5BZB J0953-0840	09 53 02.69	-08 40 18.40	 0.000
5BZQ J0953+3225	09 53 27.95	+32 25 51.59	 1.570
5BZQ J0953+1720	09 53 59.22	+17 20 56.61	 0.713
5BZB J0954+4914	09 54 09.85	+49 14 59.49	 0.000
5BZU J0954-0503	09 54 27.35	-05 03 32.29	 0.660
5BZU J0954+5719	09 54 55.56	+57 19 52.78	 0.981
5BZB J0955+0833	09 55 01.86	+08 33 42.19	 0.000
5BZU J0955+4838	09 55 04.99	+48 38 18.99	 0.534
5BZB J0955+3551	09 55 07.87	+35 51 00.79	 0.557
5BZQ J0955-1845	09 55 14.68	-18 45 31.89	 2.914
5BZQ J0955+4532	09 55 39.83	+45 32 17.01	 0.259
5BZB J0956+0156	09 56 49.55	+01 56 01.78	 0.000
5BZQ J0956+2515	09 56 49.87	+25 15 16.09	 0.712
5BZQ J0957-1350	09 57 18.17	-13 50 01.21	 1.323
5BZQ J0957-0156	09 57 27.20	-01 56 54.59	 0.860
5BZQ J0957+5522	09 57 38.17	+55 22 57.79	 0.896
5BZB J0958-0317	09 58 05.99	-03 17 40.20	 0.000
5BZQ J0958+4725	09 58 19.67	+47 25 07.78	 1.882
5BZQ J0958+5039	09 58 37.80	+50 39 57.49	 1.154
5BZQ J0958-4110	09 58 38.29	-41 10 33.20	 2.934
5BZB J0958+6533	09 58 47.25	+65 33 54.79	 0.367
5BZB J0959+2123	09 59 29.88	+21 23 20.00	 0.365
5BZU J1000+2233	10 00 21.79	+22 33 18.61	 0.419
5BZB J1000+5746	10 00 50.21	+57 46 09.19	 0.640
5BZB J1001+2911	10 01 10.20	+29 11 37.50	 0.558
5BZQ J1001+3424	10 01 11.94	+34 24 50.50	 0.948
5BZG J1001+2048	10 01 42.41	+20 48 18.21	 0.344
5BZQ J1001+1015	10 01 57.73	+10 15 49.71	 1.533
5BZQ J1001-4438	10 01 59.90	-44 38 00.59	 0.837
5BZB J1002+2216	10 02 34.42	+22 16 14.91	 0.000
5BZQ J1002+1216	10 02 52.85	+12 16 14.59	 0.861
5BZQ J1003+6813	10 03 06.77	+68 13 16.78	 0.770
5BZQ J1003+3244	10 03 57.55	+32 44 03.51	 1.686
5BZQ J1004+4626	10 04 12.85	+46 26 22.59	 2.075
5BZB J1004+3752	10 04 44.76	+37 52 11.89	 0.440
5BZQ J1004-0119	10 04 45.53	-01 19 17.00	 1.345
5BZQ J1006-7409	10 06 04.14	-74 09 44.10	 2.242
5BZB J1006+6440	10 06 12.22	+64 40 11.49	 0.000
5BZQ J1006+0509	10 06 37.61	+05 09 54.00	 1.216
5BZQ J1006-2159	10 06 46.40	-21 59 20.40	 0.330
5BZB J1006+3454	10 06 56.41	+34 54 45.10	 0.612
5BZQ J1007-0207	10 07 04.34	-02 07 10.88	 1.212
5BZQ J1007-1247	10 07 15.23	-12 47 45.99	 2.123
5BZQ J1007+5802	10 07 24.88	+58 02 03.51	 3.350
5BZQ J1007-3333	10 07 31.38	-33 33 06.69	 1.837
5BZQ J1007+1356	10 07 41.50	+13 56 29.61	 2.715
5BZB J1008+0621	10 08 00.82	+06 21 21.20	 0.650
5BZB J1008+4705	10 08 11.43	+47 05 21.40	 0.343
5BZQ J1008+0416	10 08 13.14	+04 16 39.68	 2.055
5BZQ J1008+4400	10 08 21.56	+44 00 16.48	 1.187
5BZB J1009+0145	10 09 59.63	+01 45 33.58	 0.000
5BZU J1010-0730	10 10 05.10	-07 30 21.70	 0.000
5BZQ J1010+8250	10 10 15.78	+82 50 14.38	 0.322
5BZB J1010-3119	10 10 15.97	-31 19 08.50	 0.143
5BZQ J1010-0200	10 10 51.66	-02 00 19.58	 0.887
5BZQ J1010+3330	10 10 51.83	+33 30 17.78	 2.067
5BZQ J1011+4700	10 11 22.59	+47 00 42.19	 2.928
5BZQ J1011-0423	10 11 30.24	-04 23 27.70	 1.588
5BZQ J1011-3223	10 11 56.20	-32 23 36.09	 1.742
5BZQ J1012-3304	10 12 05.88	-33 04 15.99	 1.745
5BZB J1012+0630	10 12 13.35	+06 30 57.20	 0.727
5BZQ J1012+2312	10 12 16.38	+23 12 14.61	 0.748
5BZQ J1012-3740	10 12 24.06	-37 40 05.91	 0.499
5BZQ J1012-4259	10 12 36.94	-42 59 05.31	 2.954
5BZQ J1012+2439	10 12 41.38	+24 39 23.40	 1.805
5BZB J1012+4229	10 12 44.28	+42 29 57.01	 0.365
5BZG J1012+3932	10 12 58.33	+39 32 38.79	 0.171
5BZQ J1013+3445	10 13 49.61	+34 45 50.79	 1.414
5BZQ J1013+2449	10 13 53.43	+24 49 16.39	 1.636
5BZQ J1014+2301	10 14 47.06	+23 01 16.60	 0.566
5BZB J1015+4926	10 15 04.13	+49 26 00.70	 0.212
5BZB J1015+1227	10 15 44.02	+12 27 07.09	 0.000
5BZQ J1015+5551	10 15 44.41	+55 51 00.50	 0.677
5BZQ J1015-1952	10 15 52.25	-19 52 26.61	 1.081
5BZQ J1015+0109	10 15 57.06	+01 09 13.71	 0.780
5BZQ J1016+0513	10 16 03.13	+05 13 02.31	 1.714
5BZQ J1016+2037	10 16 44.32	+20 37 47.31	 3.119
5BZQ J1017+6116	10 17 25.88	+61 16 27.51	 2.805
5BZB J1018+1906	10 18 07.91	+19 06 15.51	 0.000
5BZQ J1018+3542	10 18 10.98	+35 42 39.38	 1.229
5BZQ J1018+0530	10 18 27.84	+05 30 29.98	 1.944
5BZQ J1018-3123	10 18 28.74	-31 23 53.80	 0.794
5BZG J1018+3128	10 18 34.01	+31 28 33.99	 0.161
5BZB J1018+5911	10 18 58.54	+59 11 27.88	 0.000
5BZB J1019-2708	10 19 08.47	-27 08 55.71	 0.000
5BZB J1019+6320	10 19 50.87	+63 20 01.60	 0.000
5BZQ J1019-0024	10 19 56.75	-00 24 09.79	 1.130
5BZG J1020+6250	10 20 13.77	+62 50 10.10	 0.250
5BZB J1021+1625	10 21 00.35	+16 25 54.01	 0.000
5BZU J1021+4523	10 21 06.04	+45 23 31.88	 0.364
5BZQ J1021+3437	10 21 17.46	+34 37 21.68	 1.400
5BZB J1021+3806	10 21 28.86	+38 06 43.30	 0.467
5BZB J1021+1411	10 21 30.75	+14 11 37.39	 0.510
5BZG J1022+5124	10 22 12.61	+51 24 00.28	 0.142
5BZQ J1022+4239	10 22 13.13	+42 39 25.59	 0.991
5BZQ J1022+3931	10 22 37.42	+39 31 50.48	 0.605
5BZB J1022-0113	10 22 43.73	-01 13 02.09	 0.000
5BZQ J1023+2649	10 23 11.09	+26 49 41.70	 2.790
5BZQ J1023+3948	10 23 11.57	+39 48 15.40	 1.255
5BZQ J1023+2856	10 23 24.05	+28 56 51.00	 0.671
5BZQ J1023+3953	10 23 33.49	+39 53 12.69	 1.333
5BZB J1023+3000	10 23 39.75	+30 00 57.70	 0.433
5BZB J1023-4336	10 23 56.10	-43 36 02.48	 0.000
5BZQ J1024-3234	10 24 00.41	-32 34 16.10	 1.568
5BZQ J1024+1912	10 24 44.81	+19 12 20.41	 0.828
5BZB J1024+2332	10 24 53.63	+23 32 34.00	 0.165
5BZQ J1025+4143	10 25 04.20	+41 43 32.41	 0.682
5BZB J1025+0402	10 25 23.04	+04 02 29.00	 0.208
5BZQ J1025-0509	10 25 45.41	-05 09 54.10	 1.126
5BZQ J1025+1253	10 25 56.28	+12 53 48.98	 0.663
5BZQ J1026+2542	10 26 23.62	+25 42 59.39	 5.285
5BZU J1026+6746	10 26 34.01	+67 46 11.99	 1.181
5BZB J1026-8543	10 26 34.48	-85 43 14.30	 0.000
5BZB J1026-1748	10 26 58.51	-17 48 58.50	 0.267
5BZB J1026+5147	10 26 59.57	+51 47 03.80	 0.000
5BZB J1027+0609	10 27 03.39	+06 09 33.91	 0.449
5BZQ J1027+4803	10 27 13.07	+48 03 13.50	 1.286
5BZB J1027+6317	10 27 24.96	+63 17 53.01	 0.000
5BZB J1027+3526	10 27 32.39	+35 26 22.09	 0.000
5BZQ J1028+0255	10 28 20.39	+02 55 22.40	 0.715
5BZG J1028+0555	10 28 27.60	+05 55 15.20	 0.234
5BZQ J1028-0236	10 28 34.02	-02 36 59.61	 0.470
5BZQ J1028-0100	10 28 37.01	-01 00 27.50	 1.531
5BZQ J1028-0844	10 28 38.80	-08 44 38.50	 4.276
5BZG J1028+1702	10 28 39.30	+17 02 10.89	 0.169
5BZQ J1029-1852	10 29 33.10	-18 52 50.30	 1.784
5BZU J1030+3102	10 30 59.09	+31 02 55.71	 0.178
5BZB J1031+5053	10 31 18.51	+50 53 35.80	 0.361
5BZU J1031+7441	10 31 22.01	+74 41 58.30	 0.123
5BZQ J1031+6020	10 31 44.75	+60 20 30.40	 1.230
5BZQ J1032-1400	10 32 06.23	-14 00 19.51	 1.039
5BZB J1032+0401	10 32 08.36	+04 01 56.99	 0.000
5BZB J1032+0309	10 32 20.27	+03 09 49.21	 0.323
5BZB J1032+6623	10 32 39.06	+66 23 23.20	 0.000
5BZB J1032+3738	10 32 40.73	+37 38 26.80	 0.000
5BZQ J1032+6051	10 32 53.95	+60 51 27.61	 1.064
5BZQ J1033+4116	10 33 03.71	+41 16 06.20	 1.117
5BZG J1033+4222	10 33 17.94	+42 22 36.40	 0.211
5BZQ J1033+3935	10 33 22.06	+39 35 51.10	 1.095
5BZU J1033+0711	10 33 34.02	+07 11 26.08	 1.535
5BZB J1033-1436	10 33 35.93	-14 36 27.68	 0.367
5BZQ J1033+6051	10 33 51.42	+60 51 07.30	 1.401
5BZQ J1035-2011	10 35 02.15	-20 11 34.40	 2.198
5BZQ J1035+5652	10 35 06.01	+56 52 58.00	 1.855
